method,real_path,raw_pattern,normalized_pattern,definition_file,definition_line,usage_count,usage_files,triage
POST,/rest/quality/a/:param/api/scenario/group/schedule,${scope(options.appId)}/api/scenario/group/schedule,${scope(options.appId)}/api/scenario/group/schedule,src/service/Api/TimedTask/index.ts,44,1,src/service/Api/TimedTask/index.ts,
POST,/rest/quality/a/:param/api/scenario/group/selector,${scenarioScoped(appId)}/group/selector,${scenarioScoped(appId)}/group/selector,src/service/Api/PlayWright/api.ts,49,1,src/service/Api/PlayWright/api.ts,
POST,/rest/quality/a/:param/api/scenario/group/syncLocator,${scope(options.appId)}/group/syncLocator,${scope(options.appId)}/group/syncLocator,src/service/Api/TestScenarioGroup/index.ts,148,1,src/service/Api/TestScenarioGroup/index.ts,
POST,/rest/quality/a/:param/api/scenario/group/visible/scenarioTree,${scope(options.appId)}/group/visible/scenarioTree,${scope(options.appId)}/group/visible/scenarioTree,src/service/Api/TestScenarioGroup/BuiltInTress.ts,67,1,src/service/Api/TestScenarioGroup/BuiltInTress.ts,
POST,/rest/quality/a/:param/api/scenario/importSteps,${scope(options.appId)}/api/scenario/importSteps,${scope(options.appId)}/api/scenario/importSteps,src/service/Api/TestScenario/index.ts,176,1,src/service/Api/TestScenario/index.ts,
POST,/rest/quality/a/:param/api/scenario/processByRule,${scope(options.appId)}/api/scenario/processByRule,${scope(options.appId)}/api/scenario/processByRule,src/service/Api/TestScenario/detail.ts,69,1,src/service/Api/TestScenario/detail.ts,
POST,/rest/quality/a/:param/api/scenario/references,${QUALITY_URL(options.appId)}/api/scenario/references,${QUALITY_URL(options.appId)}/api/scenario/references,src/service/Api/TestScenario/refRelation.ts,33,1,src/service/Api/TestScenario/refRelation.ts,
POST,/rest/quality/a/:param/api/scenario/replace,${scope(options.appId)}/api/scenario/replace,${scope(options.appId)}/api/scenario/replace,src/service/Api/TestScenario/index.ts,203,1,src/service/Api/TestScenario/index.ts,
POST,/rest/quality/a/:param/api/scenario/replace/check,${scope(options.appId)}/api/scenario/replace/check,${scope(options.appId)}/api/scenario/replace/check,src/service/Api/TestScenario/index.ts,198,1,src/service/Api/TestScenario/index.ts,
POST,/rest/quality/a/:param/api/scenario/search,${scope(options.appId)}/api/scenario/search,${scope(options.appId)}/api/scenario/search,src/service/Api/TestScenario/index.ts,122,2,src/service/Api/TestScenario/index.ts src/service/Api/TimedTask/index.ts,
POST,/rest/quality/a/:param/api/scenario/stepSet,${scope(options.appId)}/api/scenario/stepSet,${scope(options.appId)}/api/scenario/stepSet,src/service/Api/TestScenario/index.ts,193,1,src/service/Api/TestScenario/index.ts,
POST,/rest/quality/a/:param/api/scenario/syncTo,${scope(options.appId)}/syncTo,${scope(options.appId)}/syncTo,src/service/Api/TestScenarioGroup/index.ts,144,1,src/service/Api/TestScenarioGroup/index.ts,
POST,/rest/quality/a/:param/api/service,${QUALITY_URL(option.aid)}/api/service,${QUALITY_URL(option.aid)}/api/service,src/service/Api/Setting/index.ts,164,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/data/add,${scope(options.appId)}/add,${scope(options.appId)}/add,src/service/Api/TestScenarioData/index.ts,52,1,src/service/Api/TestScenarioData/index.ts,
POST,/rest/quality/a/:param/api/test/data/copy,${scope(options.appId)}/copy,${scope(options.appId)}/copy,src/service/Api/TestScenarioData/index.ts,60,1,src/service/Api/TestScenarioData/index.ts,
POST,/rest/quality/a/:param/api/test/execute/case/history,${QUALITY_URL(aid)}/api/test/execute/case/history,${QUALITY_URL(aid)}/api/test/execute/case/history,src/service/Api/ApiCase/index.ts,104,1,src/service/Api/ApiCase/index.ts,
POST,/rest/quality/a/:param/api/test/execute/getMockModel,${EXECUTE_URL(aid)}/getMockModel,${EXECUTE_URL(aid)}/getMockModel,src/service/Api/Execute/index.ts,11,1,src/service/Api/Execute/index.ts,
POST,/rest/quality/a/:param/api/test/setting/autoStepRule,${URL(option.aid)}/autoStepRule,${URL(option.aid)}/autoStepRule,src/service/Api/StepProcessingRuleService/index.ts,58,1,src/service/Api/StepProcessingRuleService/index.ts,
POST,/rest/quality/a/:param/api/test/setting/commonResponse,${URL(option.aid)}/commonResponse,${URL(option.aid)}/commonResponse,src/service/Api/Setting/index.ts,95,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/commonScripts,${URL(option.aid)}/commonScripts,${URL(option.aid)}/commonScripts,src/service/Api/Setting/index.ts,86,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/dbConnection,${URL(option.aid)}/dbConnection,${URL(option.aid)}/dbConnection,src/service/Api/Setting/index.ts,32,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/getItem,${URL(option.aid)}/getItem,${URL(option.aid)}/getItem,src/service/Api/Setting/index.ts,59,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/getItemPage,${URL(option.aid)}/getItemPage,${URL(option.aid)}/getItemPage,src/service/Api/Setting/index.ts,69,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/mockMatchRule,${URL(option.aid)}/mockMatchRule,${URL(option.aid)}/mockMatchRule,src/service/Api/Setting/index.ts,50,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/parameters,${URL(option.aid)}/parameters,${URL(option.aid)}/parameters,src/service/Api/Setting/index.ts,22,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/uiSetting,${URL(aid)}/uiSetting,${URL(aid)}/uiSetting,src/service/Api/Setting/index.ts,134,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/test/setting/variables,${URL(option.aid)}/variables,${URL(option.aid)}/variables,src/service/Api/Setting/index.ts,13,1,src/service/Api/Setting/index.ts,
POST,/rest/quality/a/:param/api/variable/reference/scenario,${scope(options.appId)}/api/variable/reference/scenario,${scope(options.appId)}/api/variable/reference/scenario,src/service/Api/TestScenario/index.ts,180,1,src/service/Api/TestScenario/index.ts,
POST,/rest/quality/a/:param/apiDefinition/apiIssue,${URL(aid)}/apiIssue,${URL(aid)}/apiIssue,src/service/Api/ApiDefinition/index.ts,217,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/associatedIssue,${URL(aid)}/associatedIssue,${URL(aid)}/associatedIssue,src/service/Api/ApiDefinition/index.ts,221,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/copy,${URL(aid)}/copy,${URL(aid)}/copy,src/service/Api/ApiDefinition/index.ts,161,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/create,${URL(aid)}/create,${URL(aid)}/create,src/service/Api/ApiDefinition/index.ts,21,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/createEdition,${URL(aid)}/createEdition,${URL(aid)}/createEdition,src/service/Api/ApiDefinition/index.ts,230,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/generateRaw,${URL(aid)}/generateRaw,${URL(aid)}/generateRaw,src/service/Api/ApiDefinition/index.ts,189,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/get,${URL(aid)}/get,${URL(aid)}/get,src/service/Api/ApiDefinition/index.ts,38,2,src/service/Api/ApiDefinition/index.ts src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiDefinition/getExecData,${URL(aid)}/getExecData,${URL(aid)}/getExecData,src/service/Api/ApiDefinition/index.ts,122,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/getShareToCurrentSysApi,${URL(aid)}/getShareToCurrentSysApi,${URL(aid)}/getShareToCurrentSysApi,src/service/Api/ApiDefinition/index.ts,212,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/getShareToOtherSysApi,${URL(aid)}/getShareToOtherSysApi,${URL(aid)}/getShareToOtherSysApi,src/service/Api/ApiDefinition/index.ts,200,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/mock/list,${URL(aid)}/mock/list,${URL(aid)}/mock/list,src/service/Api/ApiDefinition/index.ts,66,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/mock/response,/rest/quality/a/${appId.value}/apiDefinition/mock/response,rest/quality/a/${appId.value}/apiDefinition/mock/response,src/components/Api/Interface/Components/Document/useContext.ts,14,49,src/components/Api/Interface/Components/Document/Main.vue src/components/Api/Interface/Components/Document/useContext.ts src/components/Api/Interface/Components/Issue/Main.vue src/components/Api/Interface/Components/Run/CaseRunPage/Main.vue src/components/Api/Interface/Components/Run/Components/ExecuteHistory/Main.vue src/components/Api/Interface/Main.vue src/components/Api/Schema/Main.vue src/components/AutomatedTesting/TestScenario/Detail/Data/Main.vue src/components/AutomatedTesting/TestScenario/Detail/Main.vue src/components/AutomatedTesting/TestScenario/Detail/RefRelation/Main.vue src/components/AutomatedTesting/TestScenario/Detail/Report/Main.vue src/components/AutomatedTesting/TestScenario/Detail/Steps/Main.vue src/components/AutomatedTesting/TestScenarioExecute/List/Content/StepItem.vue src/components/AutomatedTesting/TimedTask/BaseInfo/Main.vue src/components/AutomatedTesting/TimedTask/History/BatchExecution.vue src/components/AutomatedTesting/VariableReference/Main.vue src/components/DataSetEditor/Main.vue src/components/DynamicValue/Main.vue src/components/FlexLayout/Wrapper/Main.vue src/components/GlobalSetting/ServiceManage/Main.vue src/components/Global/TestScenarioTree/Main.vue src/components/JsonSchemaTree/JsonSchemaNode.vue src/components/JsonSchemaTree/JsonSchemaRef.vue src/components/JsonSchemaTree/JsonSchemaTree.vue src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaViewNode.vue src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaViewRef.vue src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaView.vue src/components/JsonSchemaTree/Widget/Setting/SettingStatus.vue src/components/PlayWright/SelectorSet/Main.vue src/components/PlayWright/SelectorTree/Collection/Main.vue src/components/PlayWright/SelectorTree/Main.vue src/components/PlayWright/SelectorTree/NodeWrapper/Main.vue src/components/PlayWright/StepDetail/Main.vue src/components/PlayWright/StepDetail/Wrapper/Event.vue src/components/PublicSetting/ImportScenario/Wrapper/Import.vue src/components/TestCaseEditor/EditorHeader/Main.vue src/components/TestCaseEditor/Main.vue src/components/TestCaseEditor/StepCollection/Main.vue src/components/TestCaseEditor/StepDetailView/Main.vue src/components/TestCaseEditor/StepNode/Header/Main.vue src/components/TestCaseEditor/StepNode/Main.vue src/components/TestCaseEditor/StepNode/Widget/HttpCaseEditor.vue src/components/TestCaseEditor/StepWrapper/Main.vue src/components/TestStep/Main.vue src/components/UploadFile/Widget/CellHandlingRules.vue src/components/Widget/AutoFill/index.ts src/view/AutomatedTesting/Wrapper/Main.vue src/view/InterfaceMenagement/Main.vue src/view/PluginManagement/Main.vue,
POST,/rest/quality/a/:param/apiDefinition/mock/save,${URL(aid)}/mock/save,${URL(aid)}/mock/save,src/service/Api/ApiDefinition/index.ts,92,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/mock/script/get,${URL(aid)}/mock/script/get,${URL(aid)}/mock/script/get,src/service/Api/ApiDefinition/index.ts,151,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/mock/script/save,${URL(aid)}/mock/script/save,${URL(aid)}/mock/script/save,src/service/Api/ApiDefinition/index.ts,141,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/scenarios ,${URL(aid)}/scenarios ,${URL(aid)}/scenarios ,src/service/Api/ApiDefinition/index.ts,247,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/search,${URL(aid)}/search,${URL(aid)}/search,src/service/Api/ApiDefinition/index.ts,12,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/statisticsSystemApi,${URL(aid)}/statisticsSystemApi,${URL(aid)}/statisticsSystemApi,src/service/Api/ApiDefinition/index.ts,207,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiDefinition/updateEdition,${URL(aid)}/updateEdition,${URL(aid)}/updateEdition,src/service/Api/ApiDefinition/index.ts,238,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/apiGroup/addGroup,${URL(aid)}/addGroup,${URL(aid)}/addGroup,src/service/Api/ApiGroup/index.ts,51,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/apiTree,${URL(aid)}/apiTree,${URL(aid)}/apiTree,src/service/Api/ApiGroup/index.ts,22,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/getLocalShareConfig,${URL(aid)}/getLocalShareConfig,${URL(aid)}/getLocalShareConfig,src/service/Api/ApiGroup/index.ts,197,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/getModel,${URL(aid)}/getModel,${URL(aid)}/getModel,src/service/Api/ApiGroup/index.ts,173,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/getProcessors,${URL(aid)}/getProcessors,${URL(aid)}/getProcessors,src/service/Api/ApiGroup/index.ts,145,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/importApiDefinition,${URL(aid)}/importApiDefinition,${URL(aid)}/importApiDefinition,src/service/Api/ApiGroup/index.ts,100,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/modelTree,${URL(aid)}/modelTree,${URL(aid)}/modelTree,src/service/Api/ApiGroup/index.ts,163,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/models,${URL(aid)}/models,${URL(aid)}/models,src/service/Api/ApiGroup/index.ts,109,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiGroup/uniqueSetting,${URL(aid)}/uniqueSetting,${URL(aid)}/uniqueSetting,src/service/Api/ApiGroup/index.ts,222,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/apiLibrary/getApiLibrary,/rest/quality/a/${appId}/apiLibrary/getApiLibrary,rest/quality/a/:appId/apiLibrary/getApiLibrary,src/service/Api/ApiGroup/index.ts,11,1,src/service/Api/ApiGroup/index.ts,
POST,/rest/quality/a/:param/testEnvironment/create,${TEST_ENVIRONMENT_URL(aid)}/create,${TEST_ENVIRONMENT_URL(aid)}/create,src/service/Api/Env/index.ts,72,1,src/service/Api/Env/index.ts,
POST,/rest/quality/a/:param/testEnvironment/edit,${TEST_ENVIRONMENT_URL(aid)}/edit,${TEST_ENVIRONMENT_URL(aid)}/edit,src/service/Api/Env/index.ts,66,1,src/service/Api/Env/index.ts,
POST,/rest/quality/a/:param/testwire/param/preview,${QUALITY_URL(aid)}/testwire/param/preview,${QUALITY_URL(aid)}/testwire/param/preview,src/service/Api/ApiDefinition/index.ts,193,1,src/service/Api/ApiDefinition/index.ts,
POST,/rest/quality/a/:param/uiStep,${uiStepScoped(appId)},${uiStepScoped(appId)},src/service/Api/PlayWright/api.ts,22,1,src/service/Api/PlayWright/api.ts,
POST,/rest/quality/a/:param/uiStep/getBySelector/:param,${uiStepScoped(appId)}/getBySelector/${selectorId},${uiStepScoped(appId)}/getBySelector/:selectorId,src/service/Api/PlayWright/api.ts,73,1,src/service/Api/PlayWright/api.ts,
PUT,,${url},${url},src/service/index.ts,43,1,src/service/index.ts,
PUT,/plugin/api/setting,/plugin/api/setting,plugin/api/setting,src/service/Api/Local/index.ts,34,1,src/service/Api/Local/index.ts,
PUT,/rest/quality/a/:param/api/case/exec,${CASE_URL(aid)}/exec,${CASE_URL(aid)}/exec,src/service/Api/ApiCase/index.ts,12,1,src/service/Api/ApiCase/index.ts,
PUT,/rest/quality/a/:param/api/case/rename,${CASE_URL(aid)}/rename,${CASE_URL(aid)}/rename,src/service/Api/ApiCase/index.ts,95,1,src/service/Api/ApiCase/index.ts,
PUT,/rest/quality/a/:param/api/case/update,${CASE_URL(aid)}/update,${CASE_URL(aid)}/update,src/service/Api/ApiCase/index.ts,59,1,src/service/Api/ApiCase/index.ts,
PUT,/rest/quality/a/:param/api/common/follow,${QUALITY_URL(aid)}/api/common/follow,${QUALITY_URL(aid)}/api/common/follow,src/service/Api/Global/index.ts,38,1,src/service/Api/Global/index.ts,
PUT,/rest/quality/a/:param/api/scenario/:param/runtimeSetting,${scope(option.appId)}/${option.scenarioId}/runtimeSetting,${scope(option.appId)}/:option.scenarioId/runtimeSetting,src/service/Api/TestScenario/runtimeSetting.ts,33,1,src/service/Api/TestScenario/runtimeSetting.ts,
PUT,/rest/quality/a/:param/api/scenario/:param/step/:param,${scope(options.appId)}/api/scenario/${options.scenarioId}/step/${options.stepId},${scope(options.appId)}/api/scenario/:options.scenarioId/step/:options.stepId,src/service/Api/TestScenario/detail.ts,82,2,src/service/Api/TestScenario/detail.ts src/service/Api/TestScenario/step.ts,
PUT,/rest/quality/a/:param/api/scenario/changeApiEdition,${QUALITY_URL(appId.value)}/api/scenario/changeApiEdition,${QUALITY_URL(appId.value)}/api/scenario/changeApiEdition,src/components/TestCaseEditor/ToogleEdition/Main.vue,107,1,src/components/TestCaseEditor/ToogleEdition/Main.vue,
PUT,/rest/quality/a/:param/api/scenario/checkExecCond,${scope(options.appId)}/api/scenario/checkExecCond,${scope(options.appId)}/api/scenario/checkExecCond,src/service/Api/TestScenario/detail.ts,65,1,src/service/Api/TestScenario/detail.ts,
PUT,/rest/quality/a/:param/api/scenario/confirmApiEdition,${QUALITY_URL(appId.value)}/api/scenario/confirmApiEdition,${QUALITY_URL(appId.value)}/api/scenario/confirmApiEdition,src/components/TestCaseEditor/ToogleEdition/Main.vue,136,1,src/components/TestCaseEditor/ToogleEdition/Main.vue,
PUT,/rest/quality/a/:param/api/scenario/group,${scope(options.appId)}/group,${scope(options.appId)}/group,src/service/Api/TestScenarioGroup/index.ts,116,1,src/service/Api/TestScenarioGroup/index.ts,
PUT,/rest/quality/a/:param/api/scenario/group/move,${scope(options.appId)}/group/move,${scope(options.appId)}/group/move,src/service/Api/TestScenarioGroup/index.ts,120,1,src/service/Api/TestScenarioGroup/index.ts,
PUT,/rest/quality/a/:param/api/scenario/group/schedule/:param/count,${scope(appId)}/api/scenario/group/schedule/${id}/count,${scope(appId)}/api/scenario/group/schedule/:id/count,src/service/Api/TimedTask/index.ts,70,1,src/service/Api/TimedTask/index.ts,
PUT,/rest/quality/a/:param/api/scenario/input,${scope(options.appId)}/api/scenario/input,${scope(options.appId)}/api/scenario/input,src/service/Api/TestScenario/index.ts,172,1,src/service/Api/TestScenario/index.ts,
PUT,/rest/quality/a/:param/api/scenario/manualSync,${scope(options.appId)}/api/scenario/manualSync,${scope(options.appId)}/api/scenario/manualSync,src/service/Api/TestScenario/detail.ts,61,1,src/service/Api/TestScenario/detail.ts,
PUT,/rest/quality/a/:param/api/scenario/move,${scope(options.appId)}/api/scenario/move,${scope(options.appId)}/api/scenario/move,src/service/Api/TestScenario/index.ts,188,1,src/service/Api/TestScenario/index.ts,
PUT,/rest/quality/a/:param/api/scenario/rename,${scope(options.appId)}/api/scenario/rename,${scope(options.appId)}/api/scenario/rename,src/service/Api/TestScenario/index.ts,164,1,src/service/Api/TestScenario/index.ts,
PUT,/rest/quality/a/:param/api/scenario/snapshot/:param,${scope(option.appId)}/snapshot/${option.snapshotId},${scope(option.appId)}/snapshot/:option.snapshotId,src/service/Api/TestScenario/snapshot.ts,34,1,src/service/Api/TestScenario/snapshot.ts,
PUT,/rest/quality/a/:param/api/scenario/update,${scope(options.appId)}/api/scenario/update,${scope(options.appId)}/api/scenario/update,src/service/Api/TestScenario/detail.ts,49,2,src/service/Api/TestScenario/detail.ts src/service/Api/TestScenario/index.ts,
PUT,/rest/quality/a/:param/api/service/:param,${QUALITY_URL(option.aid)}/api/service/${state.id},${QUALITY_URL(option.aid)}/api/service/:state.id,src/service/Api/Setting/index.ts,182,1,src/service/Api/Setting/index.ts,
PUT,/rest/quality/a/:param/api/test/data/edit,${scope(options.appId)}/edit,${scope(options.appId)}/edit,src/service/Api/TestScenarioData/index.ts,56,1,src/service/Api/TestScenarioData/index.ts,
PUT,/rest/quality/a/:param/api/test/setting/addressSetting,${URL(aid)}/addressSetting,${URL(aid)}/addressSetting,src/service/Api/Setting/index.ts,124,1,src/service/Api/Setting/index.ts,
PUT,/rest/quality/a/:param/api/test/setting/baseSetting,${URL(aid)}/baseSetting,${URL(aid)}/baseSetting,src/service/Api/Setting/index.ts,104,1,src/service/Api/Setting/index.ts,
PUT,/rest/quality/a/:param/api/test/setting/mockSetting,${URL(option.aid)}/mockSetting,${URL(option.aid)}/mockSetting,src/service/Api/Setting/index.ts,41,1,src/service/Api/Setting/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/edit,${URL(aid)}/edit,${URL(aid)}/edit,src/service/Api/ApiDefinition/index.ts,29,1,src/service/Api/ApiDefinition/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/getService,${URL(aid)}/getService,${URL(aid)}/getService,src/service/Api/ApiDefinition/index.ts,102,1,src/service/Api/ApiDefinition/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/listResponses,${URL(aid)}/listResponses,${URL(aid)}/listResponses,src/service/Api/ApiDefinition/index.ts,131,1,src/service/Api/ApiDefinition/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/mock/sort,${URL(aid)}/mock/sort,${URL(aid)}/mock/sort,src/service/Api/ApiDefinition/index.ts,74,1,src/service/Api/ApiDefinition/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/move,${URL(aid)}/move,${URL(aid)}/move,src/service/Api/ApiDefinition/index.ts,171,1,src/service/Api/ApiDefinition/index.ts,
PUT,/rest/quality/a/:param/apiDefinition/rename,${URL(aid)}/rename,${URL(aid)}/rename,src/service/Api/ApiDefinition/index.ts,180,2,src/service/Api/ApiDefinition/index.ts src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/createModelEdition,${URL(aid)}/createModelEdition,${URL(aid)}/createModelEdition,src/service/Api/ApiGroup/index.ts,207,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/editGroup,${URL(aid)}/editGroup,${URL(aid)}/editGroup,src/service/Api/ApiGroup/index.ts,139,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/editLocalShareConfig,${URL(aid)}/editLocalShareConfig,${URL(aid)}/editLocalShareConfig,src/service/Api/ApiGroup/index.ts,202,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/resetFetchCode/:param,${URL(aid)}/resetFetchCode/${id},${URL(aid)}/resetFetchCode/:id,src/service/Api/ApiGroup/index.ts,192,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/saveCustomPage,${URL(aid)}/saveCustomPage,${URL(aid)}/saveCustomPage,src/service/Api/ApiGroup/index.ts,71,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/saveObjectModel,${URL(aid)}/saveObjectModel,${URL(aid)}/saveObjectModel,src/service/Api/ApiGroup/index.ts,154,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/apiGroup/updateModelEdition,${URL(aid)}/updateModelEdition,${URL(aid)}/updateModelEdition,src/service/Api/ApiGroup/index.ts,211,1,src/service/Api/ApiGroup/index.ts,
PUT,/rest/quality/a/:param/uiStep/:param,${uiStepScoped(appId)}/${id},${uiStepScoped(appId)}/:id,src/service/Api/PlayWright/api.ts,31,1,src/service/Api/PlayWright/api.ts,
DELETE,,${url},${url},src/service/index.ts,58,1,src/service/index.ts,
DELETE,/rest/quality/a/:param/api/case/delete,${CASE_URL(aid)}/delete,${CASE_URL(aid)}/delete,src/service/Api/ApiCase/index.ts,50,1,src/service/Api/ApiCase/index.ts,
DELETE,/rest/quality/a/:param/api/scenario/delete,${scope(options.appId)}/api/scenario/delete,${scope(options.appId)}/api/scenario/delete,src/service/Api/TestScenario/index.ts,168,1,src/service/Api/TestScenario/index.ts,
DELETE,/rest/quality/a/:param/api/scenario/group,${scope(options.appId)}/group,${scope(options.appId)}/group,src/service/Api/TestScenarioGroup/index.ts,108,1,src/service/Api/TestScenarioGroup/index.ts,
DELETE,/rest/quality/a/:param/api/service/:param,${QUALITY_URL(option.aid)}/api/service/${state.id},${QUALITY_URL(option.aid)}/api/service/:state.id,src/service/Api/Setting/index.ts,173,1,src/service/Api/Setting/index.ts,
DELETE,/rest/quality/a/:param/api/test/data/delete,${scope(options.appId)}/delete,${scope(options.appId)}/delete,src/service/Api/TestScenarioData/index.ts,64,1,src/service/Api/TestScenarioData/index.ts,
DELETE,/rest/quality/a/:param/api/test/setting/removeItem,${URL(option.aid)}/removeItem,${URL(option.aid)}/removeItem,src/service/Api/Setting/index.ts,77,1,src/service/Api/Setting/index.ts,
DELETE,/rest/quality/a/:param/apiDefinition/delete,${URL(aid)}/delete,${URL(aid)}/delete,src/service/Api/ApiDefinition/index.ts,47,2,src/service/Api/ApiDefinition/index.ts src/service/Api/ApiGroup/index.ts,
DELETE,/rest/quality/a/:param/apiDefinition/deleteAllEdition,${URL(aid)}/deleteAllEdition,${URL(aid)}/deleteAllEdition,src/service/Api/ApiDefinition/index.ts,56,1,src/service/Api/ApiDefinition/index.ts,
DELETE,/rest/quality/a/:param/apiDefinition/mock/remove,${URL(aid)}/mock/remove,${URL(aid)}/mock/remove,src/service/Api/ApiDefinition/index.ts,83,1,src/service/Api/ApiDefinition/index.ts,
DELETE,/rest/quality/a/:param/apiGroup/deleteCustomPage,${URL(aid)}/deleteCustomPage,${URL(aid)}/deleteCustomPage,src/service/Api/ApiGroup/index.ts,89,1,src/service/Api/ApiGroup/index.ts,
DELETE,/rest/quality/a/:param/apiGroup/deleteObjectModel,${URL(aid)}/deleteObjectModel,${URL(aid)}/deleteObjectModel,src/service/Api/ApiGroup/index.ts,120,1,src/service/Api/ApiGroup/index.ts,
,/Read/Write,Read/Write,Read/Write,src/components/JsonSchemaTree/Widget/Setting/Context.ts,220,1,src/components/JsonSchemaTree/Widget/Setting/Context.ts,非接口: UI 文案（组件里的显示字符串）
,/api/:id,api/:id,api/:id,src/controller/Apiwire/Mounted/initializeRootMenu.ts,59,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/api/:system/:group/add,api/:system/:group/add,api/:system/:group/add,src/controller/Apiwire/Mounted/initializeRootMenu.ts,66,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/application/:aid,/application/:aid,application/:aid,src/controller/Apiwire/Mounted/initializeRootMenu.ts,32,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
,/application/:param/:param,/application/${apiwire.appId}/${to.fullPath},application/:apiwire.appId/${to.fullPath},src/controller/Apiwire/AppCreated/initializeRouterBeforeEach.ts,17,1,src/controller/Apiwire/AppCreated/initializeRouterBeforeEach.ts,非接口: 前端菜单/路由动态拼接路径
,/error,/error,error,src/router/routes.ts,17,1,src/router/routes.ts,非接口: 前端路由（React/Vue-Router 路径，不是后端接口）
,/group/:system/:id,group/:system/:id,group/:system/:id,src/controller/Apiwire/Mounted/initializeRootMenu.ts,52,1,src/controller/Apiwire/Mounted/initializeRootMenu.ts,非接口: 前端菜单/路由动态拼接路径
