method,real_path,raw_pattern,definition,usage_count,usage_files
GET,/rest/quality/a/{appId}/api/env/setting/get,${ENV_URL(aid)}/get,src/service/Api/Env/index.ts:51,1,src/service/Api/Env/index.ts
GET,/rest/quality/a/{appId}/api/report/getTempUrl,${QUALITY_URL(appId)}/api/report/getTempUrl,src/service/Api/TestScenarioExecute/index.ts:120,1,src/service/Api/TestScenarioExecute/index.ts
GET,/rest/quality/a/{appId}/api/report/http/get,${scope(options.appId)}/http/get,src/service/Api/TestScenarioReport/index.ts:91,1,src/service/Api/TestScenarioReport/index.ts
GET,/rest/quality/a/{appId}/api/scenario/:param,"${scope(options.appId)}/${expect === ""scenario"" ? ""changeToScenario"" : ""changeToStepSet""}",src/service/Api/TestScenarioGroup/index.ts:125,1,src/service/Api/TestScenarioGroup/index.ts
GET,/rest/quality/a/{appId}/api/scenario/:param/nameless/steps,${scope(options.appId)}/api/scenario/${options.ref}/nameless/steps,src/service/Api/TestScenario/step.ts:61,1,src/service/Api/TestScenario/step.ts
GET,/rest/quality/a/{appId}/api/scenario/:param/runtimeSetting,${scope(option.appId)}/${option.scenarioId}/runtimeSetting,src/service/Api/TestScenario/runtimeSetting.ts:29,1,src/service/Api/TestScenario/runtimeSetting.ts
GET,/rest/quality/a/{appId}/api/scenario/:param/snapshot,${scope(option.appId)}/${option.scenarioId}/snapshot,src/service/Api/TestScenario/snapshot.ts:26,1,src/service/Api/TestScenario/snapshot.ts
GET,/rest/quality/a/{appId}/api/scenario/:param/step/:param,${scope(options.appId)}/api/scenario/${options.scenarioId}/step/${options.stepId},src/service/Api/TestScenario/detail.ts:75,2,src/service/Api/TestScenario/detail.ts | src/service/Api/TestScenario/step.ts
GET,/rest/quality/a/{appId}/api/scenario/changeToScenarioCheck,${scope(options.appId)}/changeToScenarioCheck,src/service/Api/TestScenarioGroup/index.ts:135,1,src/service/Api/TestScenarioGroup/index.ts
GET,/rest/quality/a/{appId}/api/scenario/get,${scope(options.appId)}/api/scenario/get,src/service/Api/TestScenario/detail.ts:38,2,src/service/Api/TestScenario/detail.ts | src/service/Api/TestScenario/index.ts
GET,/rest/quality/a/{appId}/api/scenario/group/:param,${scope(options.appId)}/api/scenario/group/${state.id},src/service/Api/TimedTask/index.ts:36,1,src/service/Api/TimedTask/index.ts
GET,/rest/quality/a/{appId}/api/scenario/group/schedule/:param/count,${scope(appId)}/api/scenario/group/schedule/${id}/count,src/service/Api/TimedTask/index.ts:57,1,src/service/Api/TimedTask/index.ts
GET,/rest/quality/a/{appId}/api/scenario/group/selector/:param,${scenarioScoped(appId)}/group/selector/${id},src/service/Api/PlayWright/api.ts:64,1,src/service/Api/PlayWright/api.ts
GET,/rest/quality/a/{appId}/api/scenario/snapshot/:param,${scope(appId)}/snapshot/${snapshotId},src/service/Api/TestScenario/snapshotDetail.ts:30,1,src/service/Api/TestScenario/snapshotDetail.ts
GET,/rest/quality/a/{appId}/api/service/list,${QUALITY_URL(aid)}/api/service/list | ${QUALITY_URL(option.aid)}/api/service/list,src/service/Api/Env/index.ts:41 | src/service/Api/Setting/index.ts:155,2,src/service/Api/Env/index.ts | src/service/Api/Setting/index.ts
GET,/rest/quality/a/{appId}/api/test/data/get,${scope(options.appId)}/get,src/service/Api/TestScenarioData/index.ts:45,2,src/service/Api/TestScenarioData/index.ts | src/service/Api/TestScenarioReport/index.ts
GET,/rest/quality/a/{appId}/api/test/data/list,${scope(options.appId)}/list,src/service/Api/TestScenarioData/index.ts:38,1,src/service/Api/TestScenarioData/index.ts
GET,/rest/quality/a/{appId}/api/test/setting/addressSetting,${URL(aid)}/addressSetting,src/service/Api/Setting/index.ts:114,1,src/service/Api/Setting/index.ts
GET,/rest/quality/a/{appId}/api/test/setting/autoStepRule/builtIn,${URL(appId)}/autoStepRule/builtIn,src/service/Api/StepProcessingRuleService/index.ts:39,1,src/service/Api/StepProcessingRuleService/index.ts
GET,/rest/quality/a/{appId}/apiGroup/getCustomPage/:param,${URL(aid)}/getCustomPage/${id},src/service/Api/ApiGroup/index.ts:80,1,src/service/Api/ApiGroup/index.ts
GET,/rest/quality/a/{appId}/apiGroup/getFetchCode/:param,${URL(aid)}/getFetchCode/${id},src/service/Api/ApiGroup/index.ts:187,1,src/service/Api/ApiGroup/index.ts
GET,/rest/quality/a/{appId}/testEnvironment/delete,${TEST_ENVIRONMENT_URL(aid)}/delete,src/service/Api/Env/index.ts:23,1,src/service/Api/Env/index.ts
GET,/rest/quality/a/{appId}/testEnvironment/getList,${TEST_ENVIRONMENT_URL(aid)}/getList,src/service/Api/Env/index.ts:13,1,src/service/Api/Env/index.ts
GET,/rest/quality/a/{appId}/uiStep/:param,${uiStepScoped(appId)}/${id},src/service/Api/PlayWright/api.ts:40,1,src/service/Api/PlayWright/api.ts
GET,/rest/quality/getMyLibraries,${COOP_URL}/quality/getMyLibraries,src/service/Api/ImportScenario/base.ts:15,1,src/service/Api/ImportScenario/base.ts
GET,/rest/quality/playwright/api/last,${QUALITY_PLAYWRIGHT_API}/last,src/service/Api/Global/index.ts:64,1,src/service/Api/Global/index.ts
POST,/plugin/api/case/excute,/plugin/api/case/excute,src/service/Api/Local/index.ts:109,1,src/service/Api/Local/index.ts
POST,/plugin/api/cookie,/plugin/api/cookie,src/service/Api/Local/index.ts:18,1,src/service/Api/Local/index.ts
POST,/plugin/api/database/delete,/plugin/api/database/delete,src/service/Api/Local/index.ts:70,2,src/service/Api/Local/index.ts | src/service/Api/Setting/PublicDatabaseService.ts
POST,/plugin/api/database/queryDetailList,/plugin/api/database/queryDetailList,src/service/Api/Local/index.ts:62,2,src/service/Api/Local/index.ts | src/service/Api/Setting/PublicDatabaseService.ts
POST,/plugin/api/database/queryList,/plugin/api/database/queryList,src/service/Api/Local/index.ts:54,1,src/service/Api/Local/index.ts
POST,/plugin/api/database/save,/plugin/api/database/save,src/service/Api/Local/index.ts:45,2,src/service/Api/Local/index.ts | src/service/Api/Setting/PublicDatabaseService.ts
POST,/plugin/api/import/parse,/plugin/api/import/parse,src/service/Api/Local/index.ts:181,1,src/service/Api/Local/index.ts
POST,/plugin/api/job/execute,/plugin/api/job/execute,src/service/Api/TimedTask/index.ts:82,1,src/service/Api/TimedTask/index.ts
POST,/plugin/api/param,/plugin/api/param,src/service/Api/Local/index.ts:100,1,src/service/Api/Local/index.ts
POST,/plugin/api/param/preview,/plugin/api/param/preview,src/service/Api/Local/index.ts:118,1,src/service/Api/Local/index.ts
POST,/plugin/api/report/search,plugin/api/report/search,src/service/Api/TimedTask/TimedTaskReportService.ts:63,3,src/service/Api/TimedTask/TimedTaskBatchReportService.ts | src/service/Api/TimedTask/TimedTaskReportService.ts
POST,/plugin/api/scenario/batchTerminate,plugin/api/scenario/batchTerminate,src/service/Api/TimedTask/index.ts:87,4,src/service/Api/TimedTask/index.ts | src/utils/Vue/useTableDraggable.ts | src/utils/Vue/useViewTransition.ts
POST,/plugin/api/scenario/excute,/plugin/api/scenario/excute,src/service/Api/Local/index.ts:162,3,src/service/Api/Local/index.ts | src/service/Api/TestScenario/detail.ts | src/service/Api/TestScenario/index.ts
POST,/plugin/api/scenario/terminate,/plugin/api/scenario/terminate,src/service/Api/TestScenario/index.ts:156,1,src/service/Api/TestScenario/index.ts
POST,/plugin/user/login,${TEST_URL_PTRFIX}/user/login,src/service/Api/Global/index.ts:50,2,src/service/Api/Global/index.ts | src/service/Api/Login/index.ts
POST,/plugin/user/logout,${TEST_URL_PTRFIX}/user/logout,src/service/Api/Login/index.ts:19,1,src/service/Api/Login/index.ts
POST,/plugin/variable/reference/scenario,/plugin/variable/reference/scenario,src/service/Api/Local/index.ts:170,2,src/service/Api/Local/index.ts | src/service/Api/TestScenarioReport/index.ts
POST,/rest/account/customMenu/type/:param/save,/rest/account/customMenu/type/${type}/save,src/service/Api/User/CustomMenuService.ts:44,1,src/service/Api/User/CustomMenuService.ts
POST,/rest/account/recentlyOpen/addRecentlyOpen,${ACCOUNT_URL}/recentlyOpen/addRecentlyOpen,src/service/Api/Global/index.ts:29,1,src/service/Api/Global/index.ts
POST,/rest/auth/appSecret/p/:param/getList,/rest/auth/appSecret/p/${pid}/getList,src/service/Api/Project/AppSecretService.ts:36,1,src/service/Api/Project/AppSecretService.ts
POST,/rest/global/preference/clientCache/:param/:param,/rest/global/preference/clientCache/${encodeKey}/${project},src/service/Api/PrimaryService/PrimaryCached.ts:92,1,src/service/Api/PrimaryService/PrimaryCached.ts
POST,/rest/global/translation/get,${GLOBAL_URL}/translation/get,src/service/Api/Global/index.ts:60,1,src/service/Api/Global/index.ts
POST,/rest/investigate/{pid}/interfaceDesign/list,${PREFIX(pid)}/list,src/service/Api/InterfaceDesign/InterfaceDesign.ts:28,1,src/service/Api/InterfaceDesign/InterfaceDesign.ts
POST,/rest/platform/audit/company/pageQuery,/rest/platform/audit/company/pageQuery,src/components/AuditHistory/api.ts:11,1,src/components/AuditHistory/api.ts
POST,/rest/platform/audit/p/:param/pageQuery,/rest/platform/audit/p/${pid}/pageQuery,src/components/AuditHistory/api.ts:16,1,src/components/AuditHistory/api.ts
POST,/rest/platform/audit/pageQuery,/rest/platform/audit/pageQuery,src/components/AuditHistory/api.ts:6,1,src/components/AuditHistory/api.ts
POST,/rest/project/a/{appId}/application/get,${APPLICATION_URL(options.appId)}/get,src/service/Api/Application/index.ts:25,1,src/service/Api/Application/index.ts
POST,/rest/project/application/p/:param/selection,/rest/project/application/p/${pid}/selection,src/service/Api/ApiGroup/index.ts:27,3,src/service/Api/ApiGroup/index.ts | src/service/Api/Global/SystemService.ts | src/service/Api/ImportScenario/AppService.ts
POST,/rest/project/label/list/project/:param,/rest/project/label/list/project/${pid},src/service/Api/Global/LabelService.ts:63,1,src/service/Api/Global/LabelService.ts
POST,/rest/project/p/:param/customGroup/list,/rest/project/p/${pid}/customGroup/list,src/service/Api/Project/CustomGroupService.ts:24,1,src/service/Api/Project/CustomGroupService.ts
POST,/rest/project/p/:param/user/pageQuery,/rest/project/p/${pid}/user/pageQuery,src/service/Api/Global/AccountService.ts:62,1,src/service/Api/Global/AccountService.ts
POST,/rest/project/p/{projectId}/issue/pageQuery,${PROJECT_URL(pid)}/issue/pageQuery | ${PROJECT_URL(props.projectId)}/issue/pageQuery,src/components/Api/Edition/Edit/EditSelect.ts:52 | src/service/Api/ApiDefinition/index.ts:112,2,src/components/Api/Edition/Edit/EditSelect.ts | src/service/Api/ApiDefinition/index.ts
POST,/rest/project/p/{projectId}/sprint/kanBanList,${PROJECT_URL(props.projectId)}/sprint/kanBanList,src/components/Api/Edition/Edit/EditSelect.ts:176,1,src/components/Api/Edition/Edit/EditSelect.ts
POST,/rest/project/p/{projectId}/user/pageQuery,${PROJECT_URL(pid)}/user/pageQuery,src/service/Api/Setting/index.ts:144,1,src/service/Api/Setting/index.ts
POST,/rest/quality/a/:param/apiDefinition/mock/response,/rest/quality/a/${appId.value}/apiDefinition/mock/response,src/components/Api/Interface/Components/Document/useContext.ts:14,49,src/components/Api/Interface/Components/Document/Main.vue | src/components/Api/Interface/Components/Document/useContext.ts | src/components/Api/Interface/Components/Issue/Main.vue | src/components/Api/Interface/Components/Run/CaseRunPage/Main.vue | src/components/Api/Interface/Components/Run/Components/ExecuteHistory/Main.vue | src/components/Api/Interface/Main.vue | src/components/Api/Schema/Main.vue | src/components/AutomatedTesting/TestScenario/Detail/Data/Main.vue | src/components/AutomatedTesting/TestScenario/Detail/Main.vue | src/components/AutomatedTesting/TestScenario/Detail/RefRelation/Main.vue | src/components/AutomatedTesting/TestScenario/Detail/Report/Main.vue | src/components/AutomatedTesting/TestScenario/Detail/Steps/Main.vue | src/components/AutomatedTesting/TestScenarioExecute/List/Content/StepItem.vue | src/components/AutomatedTesting/TimedTask/BaseInfo/Main.vue | src/components/AutomatedTesting/TimedTask/History/BatchExecution.vue | src/components/AutomatedTesting/VariableReference/Main.vue | src/components/DataSetEditor/Main.vue | src/components/DynamicValue/Main.vue | src/components/FlexLayout/Wrapper/Main.vue | src/components/Global/TestScenarioTree/Main.vue | src/components/GlobalSetting/ServiceManage/Main.vue | src/components/JsonSchemaTree/JsonSchemaNode.vue | src/components/JsonSchemaTree/JsonSchemaRef.vue | src/components/JsonSchemaTree/JsonSchemaTree.vue | src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaView.vue | src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaViewNode.vue | src/components/JsonSchemaTree/JsonSchemaView/JsonShcemaViewRef.vue | src/components/JsonSchemaTree/Widget/Setting/SettingStatus.vue | src/components/PlayWright/SelectorSet/Main.vue | src/components/PlayWright/SelectorTree/Collection/Main.vue | src/components/PlayWright/SelectorTree/Main.vue | src/components/PlayWright/SelectorTree/NodeWrapper/Main.vue | src/components/PlayWright/StepDetail/Main.vue | src/components/PlayWright/StepDetail/Wrapper/Event.vue | src/components/PublicSetting/ImportScenario/Wrapper/Import.vue | src/components/TestCaseEditor/EditorHeader/Main.vue | src/components/TestCaseEditor/Main.vue | src/components/TestCaseEditor/StepCollection/Main.vue | src/components/TestCaseEditor/StepDetailView/Main.vue | src/components/TestCaseEditor/StepNode/Header/Main.vue | src/components/TestCaseEditor/StepNode/Main.vue | src/components/TestCaseEditor/StepNode/Widget/HttpCaseEditor.vue | src/components/TestCaseEditor/StepWrapper/Main.vue | src/components/TestStep/Main.vue | src/components/UploadFile/Widget/CellHandlingRules.vue | src/components/Widget/AutoFill/index.ts | src/view/AutomatedTesting/Wrapper/Main.vue | src/view/InterfaceMenagement/Main.vue | src/view/PluginManagement/Main.vue
POST,/rest/quality/a/:param/apiLibrary/getApiLibrary,/rest/quality/a/${appId}/apiLibrary/getApiLibrary,src/service/Api/ApiGroup/index.ts:11,1,src/service/Api/ApiGroup/index.ts
POST,/rest/quality/a/{appId}/api/case/copy,${CASE_URL(aid)}/copy,src/service/Api/ApiCase/index.ts:86,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/case/create,${CASE_URL(aid)}/create,src/service/Api/ApiCase/index.ts:21,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/case/get,${CASE_URL(aid)}/get,src/service/Api/ApiCase/index.ts:30,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/case/reset,${CASE_URL(aid)}/reset,src/service/Api/ApiCase/index.ts:77,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/case/scenarios ,${CASE_URL(aid)}/scenarios ,src/service/Api/ApiCase/index.ts:40,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/case/stage,${CASE_URL(aid)}/stage,src/service/Api/ApiCase/index.ts:68,1,src/service/Api/ApiCase/index.ts
POST,/rest/quality/a/{appId}/api/edition/activate,${scoped(options.appId)}/api/edition/activate,src/service/Api/Edition/index.ts:53,1,src/service/Api/Edition/index.ts
POST,/rest/quality/a/{appId}/api/edition/list,${scoped(options.appId)}/api/edition/list,src/service/Api/Edition/index.ts:41,1,src/service/Api/Edition/index.ts
POST,/rest/quality/a/{appId}/api/env/setting/save,${ENV_URL(aid)}/save,src/service/Api/Env/index.ts:32,1,src/service/Api/Env/index.ts
POST,/rest/quality/a/{appId}/api/report/getTempUrl,${QUALITY_URL(appId)}/api/report/getTempUrl,src/service/Api/TestScenarioExecute/index.ts:120,1,src/service/Api/TestScenarioExecute/index.ts
POST,/rest/quality/a/{appId}/api/report/http/search,${scope(options.appId)}/http/search,src/service/Api/TestScenarioReport/index.ts:79,1,src/service/Api/TestScenarioReport/index.ts
POST,/rest/quality/a/{appId}/api/report/search,${scope(options.appId)}/search,src/service/Api/TestScenarioReport/index.ts:62,2,src/service/Api/TestScenarioReport/index.ts | src/service/Api/TimedTask/TimedTaskReportService.ts
POST,/rest/quality/a/{appId}/api/report/task/search,${scope(options.appId)}/task/search,src/service/Api/TimedTask/TimedTaskBatchReportService.ts:59,1,src/service/Api/TimedTask/TimedTaskBatchReportService.ts
POST,/rest/quality/a/{appId}/api/scenario/:param,"${scope(options.appId)}/${expect === ""scenario"" ? ""changeToScenario"" : ""changeToStepSet""}",src/service/Api/TestScenarioGroup/index.ts:125,1,src/service/Api/TestScenarioGroup/index.ts
POST,/rest/quality/a/{appId}/api/scenario/:param/ref/ui,${scenarioScoped(appId)}/${scenarioId}/ref/ui,src/service/Api/PlayWright/api.ts:13,1,src/service/Api/PlayWright/api.ts
POST,/rest/quality/a/{appId}/api/scenario/:param/snapshot,${scope(option.appId)}/${option.scenarioId}/snapshot,src/service/Api/TestScenario/snapshot.ts:30,1,src/service/Api/TestScenario/snapshot.ts
POST,/rest/quality/a/{appId}/api/scenario/changeToScenarioCheck,${scope(options.appId)}/changeToScenarioCheck,src/service/Api/TestScenarioGroup/index.ts:135,1,src/service/Api/TestScenarioGroup/index.ts
POST,/rest/quality/a/{appId}/api/scenario/copy,${scope(options.appId)}/api/scenario/copy,src/service/Api/TestScenario/index.ts:160,1,src/service/Api/TestScenario/index.ts
POST,/rest/quality/a/{appId}/api/scenario/create,${scope(options.appId)}/api/scenario/create,src/service/Api/TestScenario/index.ts:144,1,src/service/Api/TestScenario/index.ts
POST,/rest/quality/a/{appId}/api/scenario/description,${scope(options.appId)}/api/scenario/description,src/service/Api/TestScenario/detail.ts:53,1,src/service/Api/TestScenario/detail.ts
POST,/rest/quality/a/{appId}/api/scenario/get,${scope(options.appId)}/api/scenario/get,src/service/Api/TestScenario/detail.ts:38,2,src/service/Api/TestScenario/detail.ts | src/service/Api/TestScenario/index.ts
POST,/rest/quality/a/{appId}/api/scenario/group,${scope(options.appId)}/group,src/service/Api/TestScenarioGroup/index.ts:112,1,src/service/Api/TestScenarioGroup/index.ts
POST,/rest/quality/a/{appId}/api/scenario/group/copy,${scope(options.appId)}/group/copy,src/service/Api/TestScenarioGroup/index.ts:152,1,src/service/Api/TestScenarioGroup/index.ts
POST,/rest/quality/a/{appId}/api/scenario/group/copyBetweenApp,${QUALITY_URL(appId)}/api/scenario/group/copyBetweenApp,src/service/Api/ImportScenario/base.ts:10,1,src/service/Api/ImportScenario/base.ts
POST,/rest/quality/a/{appId}/api/scenario/group/copyBetweenAppCheck,${QUALITY_URL(appId)}/api/scenario/group/copyBetweenAppCheck,src/service/Api/ImportScenario/base.ts:5,1,src/service/Api/ImportScenario/base.ts
POST,/rest/quality/a/{appId}/api/scenario/group/description,${scenarioScoped(appId)}/group/description,src/service/Api/PlayWright/api.ts:55,1,src/service/Api/PlayWright/api.ts
POST,/rest/quality/a/{appId}/api/scenario/group/locator/references,${QUALITY_URL(options.appId)}/api/scenario/group/locator/references,src/service/Api/TestScenario/refRelation.ts:43,1,src/service/Api/TestScenario/refRelation.ts
POST,/rest/quality/a/{appId}/api/scenario/group/scenarioTree,${scope(options.appId)}/group/scenarioTree,src/service/Api/TestScenarioGroup/index.ts:91,1,src/service/Api/TestScenarioGroup/index.ts
POST,/rest/quality/a/{appId}/api/scenario/group/schedule,${scope(options.appId)}/api/scenario/group/schedule,src/service/Api/TimedTask/index.ts:44,1,src/service/Api/TimedTask/index.ts
